#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	14702	32570	17868	17868	0.00	1.57	0.11	0.06	1984.95
chr1	141772	176862	35090	35090	0.00	0.18	0.03	0.03	1195.81
chr1	185515	198411	12896	12896	0.00	0.32	0.09	0.07	1122.39
chr1	258162	362681	104519	104519	0.00	0.30	0.03	0.00	3481.33
chr1	491523	496241	4718	4718	0.01	0.19	0.06	0.05	279.74
chr1	586369	830796	244427	244427	0.00	9.36	0.11	0.06	26361.27
chr1	722390	727903	5513	5513	0.00	0.23	0.07	0.06	383.91
chr1	779045	813065	34020	34020	0.00	0.97	0.10	0.08	3385.59
chr1	825436	862446	37010	37010	0.00	0.79	0.08	0.05	2819.14
chr1	905132	918976	13844	13844	0.00	0.52	0.12	0.08	1667.98
chr1	911733	917948	6215	6215	0.01	0.45	0.14	0.10	876.40
chr1	917163	924016	6853	6853	0.00	0.92	0.23	0.22	1547.79
chr1	924221	947575	23354	23354	0.00	0.88	0.21	0.15	4949.51
chr1	944501	962309	17808	17808	0.00	0.68	0.14	0.10	2572.21
chr1	960882	968719	7837	7837	0.01	0.29	0.10	0.10	817.53
chr1	966780	978865	12085	12085	0.00	0.29	0.07	0.05	800.11
chr1	996264	1001051	4787	4787	0.04	1.61	0.43	0.32	2065.93
chr1	1001436	1017540	16104	16104	0.00	1.33	0.14	0.11	2322.05
chr1	1020418	1059118	38700	38700	0.00	0.43	0.05	0.04	2076.42
chr1	1060006	1072355	12349	12349	0.00	0.19	0.07	0.06	815.52
chr1	1082116	1119361	37245	37245	0.00	0.53	0.09	0.06	3260.96
chr1	1097883	1107598	9715	9715	0.00	0.53	0.09	0.07	872.29
chr1	1203806	1209592	5786	5786	0.00	0.28	0.06	0.04	321.25
chr1	1217207	1235067	17860	17860	0.00	1.29	0.12	0.07	2076.40
chr1	1232535	1238041	5506	5506	0.00	0.39	0.16	0.12	888.23
chr1	1242744	1249722	6978	6978	0.00	0.36	0.07	0.04	453.97
chr1	1254207	1276864	22657	22657	0.00	1.34	0.12	0.08	2607.64
chr1	1275521	1283420	7899	7899	0.00	0.29	0.08	0.06	632.63
chr1	1280734	1295029	14295	14295	0.00	0.25	0.07	0.05	943.38
chr1	1292688	1312609	19921	19921	0.00	0.99	0.11	0.07	2222.04
chr1	1308895	1314677	5782	5782	0.00	0.64	0.17	0.18	990.50
chr1	1311883	1327687	15804	15804	0.00	1.16	0.15	0.12	2408.21
chr1	1325054	1331896	6842	6842	0.00	0.37	0.12	0.11	820.50
chr1	1331578	1338314	6736	6736	0.00	0.32	0.13	0.12	873.03
chr1	1335574	1352418	16844	16844	0.00	0.47	0.09	0.06	1465.86
chr1	1352987	1364777	11790	11790	0.00	0.53	0.15	0.12	1776.76
chr1	1386009	1402335	16326	16326	0.00	0.88	0.15	0.11	2472.86
chr1	1399818	1405046	5228	5228	0.05	0.64	0.26	0.24	1373.10
chr1	1402207	1410293	8086	8086	0.02	1.19	0.23	0.18	1847.56
chr1	1426169	1433255	7086	7086	0.00	0.52	0.11	0.08	763.90
chr1	1430837	1437573	6736	6736	0.00	0.40	0.11	0.09	717.76
chr1	1435159	1445882	10723	10723	0.00	0.40	0.08	0.06	891.73
chr1	1449987	1473163	23176	23176	0.00	0.64	0.09	0.06	2136.94
chr1	1472063	1500848	28785	28785	0.00	0.64	0.09	0.06	2488.61
chr1	1512460	1537685	25225	25225	0.00	0.34	0.08	0.05	1996.07
chr1	1535076	1543624	8548	8548	0.00	0.20	0.06	0.05	535.11
chr1	1541971	1577863	35892	35892	0.00	1.44	0.12	0.08	4367.50
chr1	1574400	1580075	5675	5675	0.01	1.44	0.26	0.12	1472.48
chr1	1598310	1603135	4825	4825	0.00	0.35	0.09	0.06	411.22
chr1	1600612	1605703	5091	5091	0.00	0.23	0.08	0.07	415.34
chr1	1614056	1618795	4739	4739	0.01	1.18	0.22	0.12	1020.20
chr1	1615752	1633605	17853	17853	0.00	0.96	0.07	0.05	1254.08
chr1	1632461	1638263	5802	5802	0.00	0.29	0.04	0.03	257.85
chr1	1635523	1662012	26489	26489	0.00	0.77	0.13	0.10	3338.28
chr1	1659623	1665602	5979	5979	0.01	0.77	0.17	0.16	1037.41
chr1	1659827	1695795	35968	35968	0.00	1.46	0.12	0.08	4463.25
chr1	1672288	1677397	5109	5109	0.00	0.21	0.06	0.05	299.90
chr1	1702677	1727357	24680	24680	0.00	0.92	0.10	0.05	2350.66
chr1	1703034	1740688	37654	37654	0.00	0.92	0.09	0.06	3393.35
chr1	1724810	1740251	15441	15441	0.00	0.69	0.09	0.06	1361.93
chr1	1751530	1783457	31927	31927	0.00	0.82	0.10	0.07	3048.77
chr1	1785583	1894117	108534	108534	0.00	0.68	0.09	0.07	9891.72
chr1	1915406	1920296	4890	4890	0.00	0.66	0.11	0.06	540.82
chr1	1922249	2006837	84588	84588	0.00	0.56	0.07	0.05	5803.30
chr1	2019627	2033758	14131	14131	0.00	0.27	0.06	0.05	914.76
chr1	2050709	2188395	137686	137686	0.00	0.47	0.07	0.06	9802.93
chr1	2141382	2148279	6897	6897	0.00	0.33	0.06	0.05	427.91
chr1	2182092	2187389	5297	5297	0.00	0.47	0.08	0.06	442.54
chr1	2184759	2215720	30961	30961	0.00	1.18	0.13	0.08	4111.25
chr1	2228617	2313213	84596	84596	0.00	0.51	0.08	0.06	6582.31
chr1	2315338	2326085	10747	10747	0.00	0.39	0.09	0.07	976.33
chr1	2321551	2394707	73156	73156	0.00	0.73	0.08	0.06	5799.83
