#chrom	start	end	size	num_data	min	max	mean	median	sum
chr1	14702	32570	17868	17868	0.00	1.21	0.11	0.09	2051.60
chr1	141772	176862	35090	35090	0.00	0.17	0.04	0.03	1277.13
chr1	185515	198411	12896	12896	0.01	0.45	0.11	0.08	1402.20
chr1	258162	362681	104519	104519	0.00	0.31	0.03	0.00	3049.82
chr1	491523	496241	4718	4718	0.00	0.13	0.05	0.05	234.07
chr1	586369	830796	244427	244427	0.00	3.31	0.08	0.05	18337.39
chr1	722390	727903	5513	5513	0.00	0.15	0.06	0.05	315.39
chr1	779045	813065	34020	34020	0.00	0.63	0.08	0.06	2680.40
chr1	825436	862446	37010	37010	0.00	0.70	0.07	0.05	2689.48
chr1	905132	918976	13844	13844	0.00	0.82	0.17	0.13	2303.40
chr1	911733	917948	6215	6215	0.02	0.82	0.23	0.16	1455.05
chr1	917163	924016	6853	6853	0.01	0.73	0.26	0.23	1780.50
chr1	924221	947575	23354	23354	0.00	1.22	0.24	0.16	5653.02
chr1	944501	962309	17808	17808	0.00	1.22	0.15	0.08	2596.99
chr1	960882	968719	7837	7837	0.00	0.36	0.11	0.10	852.43
chr1	966780	978865	12085	12085	0.00	0.36	0.07	0.05	811.56
chr1	996264	1001051	4787	4787	0.04	2.18	0.46	0.32	2205.87
chr1	1001436	1017540	16104	16104	0.00	1.03	0.14	0.11	2281.48
chr1	1020418	1059118	38700	38700	0.00	0.68	0.07	0.06	2889.19
chr1	1060006	1072355	12349	12349	0.00	0.38	0.08	0.06	1018.67
chr1	1082116	1119361	37245	37245	0.00	0.50	0.08	0.06	2950.51
chr1	1097883	1107598	9715	9715	0.00	0.46	0.08	0.06	749.35
chr1	1203806	1209592	5786	5786	0.00	0.16	0.06	0.06	358.46
chr1	1217207	1235067	17860	17860	0.00	1.40	0.10	0.07	1863.14
chr1	1232535	1238041	5506	5506	0.02	0.33	0.15	0.15	811.95
chr1	1242744	1249722	6978	6978	0.00	0.21	0.07	0.05	466.31
chr1	1254207	1276864	22657	22657	0.00	1.25	0.12	0.09	2801.89
chr1	1275521	1283420	7899	7899	0.00	0.27	0.08	0.06	618.19
chr1	1280734	1295029	14295	14295	0.00	0.30	0.09	0.08	1300.34
chr1	1292688	1312609	19921	19921	0.00	0.43	0.13	0.10	2596.76
chr1	1308895	1314677	5782	5782	0.04	0.43	0.22	0.22	1281.02
chr1	1311883	1327687	15804	15804	0.00	0.62	0.18	0.16	2842.47
chr1	1325054	1331896	6842	6842	0.01	0.37	0.12	0.10	842.79
chr1	1331578	1338314	6736	6736	0.00	0.37	0.13	0.11	889.17
chr1	1335574	1352418	16844	16844	0.00	0.68	0.12	0.10	1946.99
chr1	1352987	1364777	11790	11790	0.00	0.64	0.17	0.14	1959.73
chr1	1386009	1402335	16326	16326	0.00	1.16	0.17	0.11	2809.01
chr1	1399818	1405046	5228	5228	0.06	0.59	0.30	0.29	1560.33
chr1	1402207	1410293	8086	8086	0.02	1.52	0.24	0.18	1965.26
chr1	1426169	1433255	7086	7086	0.00	0.34	0.11	0.09	752.43
chr1	1430837	1437573	6736	6736	0.00	0.34	0.08	0.06	557.82
chr1	1435159	1445882	10723	10723	0.00	0.25	0.08	0.07	806.71
chr1	1449987	1473163	23176	23176	0.00	0.56	0.08	0.06	1920.39
chr1	1472063	1500848	28785	28785	0.00	0.51	0.09	0.08	2645.18
chr1	1512460	1537685	25225	25225	0.00	0.39	0.09	0.08	2285.21
chr1	1535076	1543624	8548	8548	0.00	0.39	0.10	0.08	878.69
chr1	1541971	1577863	35892	35892	0.00	0.91	0.12	0.09	4240.04
chr1	1574400	1580075	5675	5675	0.00	0.91	0.19	0.09	1085.03
chr1	1598310	1603135	4825	4825	0.00	0.35	0.10	0.08	497.13
chr1	1600612	1605703	5091	5091	0.00	0.29	0.09	0.06	435.27
chr1	1614056	1618795	4739	4739	0.02	1.44	0.23	0.12	1110.29
chr1	1615752	1633605	17853	17853	0.00	1.21	0.08	0.05	1419.80
chr1	1632461	1638263	5802	5802	0.00	0.28	0.09	0.06	514.99
chr1	1635523	1662012	26489	26489	0.00	0.56	0.10	0.08	2697.61
chr1	1659623	1665602	5979	5979	0.02	0.39	0.15	0.14	909.14
chr1	1659827	1695795	35968	35968	0.00	1.28	0.12	0.08	4473.85
chr1	1672288	1677397	5109	5109	0.00	0.19	0.06	0.05	327.52
chr1	1702677	1727357	24680	24680	0.00	0.77	0.09	0.05	2171.57
chr1	1703034	1740688	37654	37654	0.00	0.77	0.08	0.06	3031.08
chr1	1724810	1740251	15441	15441	0.00	0.36	0.08	0.06	1195.70
chr1	1751530	1783457	31927	31927	0.00	0.71	0.09	0.07	3011.02
chr1	1785583	1894117	108534	108534	0.00	1.16	0.09	0.08	9722.91
chr1	1915406	1920296	4890	4890	0.01	0.36	0.10	0.07	476.05
chr1	1922249	2006837	84588	84588	0.00	0.55	0.06	0.05	5062.60
chr1	2019627	2033758	14131	14131	0.00	0.15	0.05	0.04	650.03
chr1	2050709	2188395	137686	137686	0.00	0.31	0.06	0.05	8929.95
chr1	2141382	2148279	6897	6897	0.00	0.25	0.06	0.05	405.31
chr1	2182092	2187389	5297	5297	0.00	0.29	0.10	0.08	513.30
chr1	2184759	2215720	30961	30961	0.00	0.70	0.13	0.11	4153.69
chr1	2228617	2313213	84596	84596	0.00	0.48	0.09	0.07	7251.30
chr1	2315338	2326085	10747	10747	0.00	0.51	0.07	0.05	758.99
chr1	2321551	2394707	73156	73156	0.00	0.91	0.08	0.06	5852.75
chr1	2350712	2355820	5108	5108	0.00	0.21	0.07	0.06	333.92
chr1	2392073	2408442	16369	16369	0.00	0.52	0.13	0.11	2048.92
chr1	2404262	2416797	12535	12535	0.00	0.76	0.16	0.13	2063.92
chr1	2508835	2529597	20762	20762	0.00	0.28	0.05	0.03	943.94
chr1	2586789	2594469	7680	7680	0.00	0.26	0.04	0.03	305.60
chr1	3059913	3071437	11524	11524	0.00	0.40	0.12	0.08	1357.24
chr1	3069466	3441621	372155	372155	0.00	0.81	0.07	0.05	24405.39
chr1	3368113	3376928	8815	8815	0.00	0.32	0.06	0.05	516.22
chr1	3454963	3484113	29150	29150	0.00	0.32	0.07	0.06	1991.61
chr1	3488249	3614508	126259	126259	0.00	0.94	0.07	0.05	8659.31
chr1	3625313	3633127	7814	7814	0.00	0.32	0.09	0.08	719.35
chr1	3631065	3655761	24696	24696	0.00	0.67	0.09	0.06	2206.37
chr1	3652814	3739201	86387	86387	0.00	0.45	0.07	0.05	5697.05
chr1	3735809	3750373	14564	14564	0.00	0.73	0.09	0.06	1309.97
chr1	3773047	3778982	5935	5935	0.00	0.22	0.08	0.08	496.70
chr1	3778857	3799498	20641	20641	0.00	0.97	0.12	0.09	2431.21
chr1	3812384	3860396	48012	48012	0.00	0.60	0.07	0.05	3330.20
chr1	3857565	3888429	30864	30864	0.00	0.42	0.07	0.06	2072.92
chr1	3889423	3903293	13870	13870	0.00	2.53	0.15	0.07	2019.96
chr1	3900650	3920225	19575	19575	0.00	0.69	0.08	0.05	1620.22
chr1	5863109	5995473	132364	132364	0.00	0.37	0.06	0.05	8263.68
chr1	5991225	6104193	112968	112968	0.00	0.37	0.07	0.06	7679.36
chr1	6102085	6183321	81236	81236	0.00	0.66	0.07	0.06	6078.77
chr1	6185318	6212389	27071	27071	0.00	1.22	0.15	0.10	3991.56
chr1	6205773	6224299	18526	18526	0.00	0.93	0.11	0.07	2104.63
chr1	6221491	6238972	17481	17481	0.00	1.44	0.15	0.12	2651.09
chr1	6234990	6242444	7454	7454	0.00	1.44	0.14	0.08	1076.84
chr1	6247651	6264098	16447	16447	0.00	0.28	0.08	0.06	1299.57
chr1	6264567	6396767	132200	132200	0.00	1.20	0.07	0.06	9551.85
chr1	6412716	6427670	14954	14954	0.00	0.26	0.06	0.05	970.92
chr1	6425074	6464367	39293	39293	0.00	0.31	0.06	0.05	2500.50
chr1	6461084	6469175	8091	8091	0.00	0.29	0.07	0.05	562.37
chr1	6467420	6523074	55654	55654	0.00	0.82	0.08	0.06	4643.28
chr1	6521645	6557513	35868	35868	0.00	1.39	0.10	0.08	3540.68
chr1	6555605	6582755	27150	27150	0.00	0.50	0.09	0.07	2372.76
chr1	6580292	6592280	11988	11988	0.00	0.35	0.13	0.12	1556.45
chr1	6591022	6617607	26585	26585	0.00	0.95	0.13	0.09	3446.92
chr1	6614029	6627030	13001	13001	0.00	0.64	0.13	0.11	1673.02
chr1	6625164	6638586	13422	13422	0.00	0.64	0.11	0.09	1505.82
chr1	6634466	6704924	70458	70458	0.00	1.14	0.08	0.06	5554.20
chr1	6785752	7772706	986954	986954	0.00	4.04	0.06	0.05	62354.93
chr1	7771594	7784432	12838	12838	0.00	0.28	0.07	0.06	923.36
chr1	7784589	7848177	63588	63588	0.00	0.28	0.06	0.05	3518.23
chr1	7916169	7946165	29996	29996	0.00	0.29	0.06	0.05	1895.80
chr1	7954589	7988505	33916	33916	0.00	1.07	0.09	0.06	3191.83
chr1	7991432	8008312	16880	16880	0.00	0.30	0.06	0.05	1058.53
chr1	8004702	8029309	24607	24607	0.00	1.35	0.11	0.08	2643.54
chr1	8318412	8347167	28755	28755	0.00	0.22	0.06	0.05	1651.61
chr1	8352695	8851921	499226	499226	0.00	0.87	0.07	0.06	36701.81
chr1	8861298	8882190	20892	20892	0.00	2.34	0.19	0.12	4061.67
chr1	9100603	9132102	31499	31499	0.00	0.67	0.08	0.06	2501.46
chr1	9148309	9201906	53597	53597	0.00	0.71	0.09	0.07	4971.11
chr1	9182302	9199284	16982	16982	0.00	0.65	0.11	0.08	1816.80
chr1	9235072	9274337	39265	39265	0.00	0.37	0.08	0.07	3162.64
chr1	9293192	9372532	79340	79340	0.00	0.26	0.07	0.05	5214.93
chr1	9425392	9443564	18172	18172	0.00	0.78	0.08	0.05	1367.76
chr1	9539763	9588173	48410	48410	0.00	0.57	0.07	0.05	3332.95
chr1	9589209	9617877	28668	28668	0.00	0.34	0.08	0.06	2293.56
chr1	9652029	9732114	80085	80085	0.00	0.39	0.08	0.06	6088.75
chr1	9672724	9690555	17831	17831	0.00	0.36	0.09	0.08	1640.77
chr1	9729224	9826984	97760	97760	0.00	0.85	0.08	0.06	7577.90
chr1	9848574	9913336	64762	64762	0.00	0.29	0.07	0.06	4460.19
chr1	9922411	9946407	23996	23996	0.00	1.05	0.10	0.06	2370.89
chr1	9943221	9952974	9753	9753	0.00	1.05	0.12	0.08	1133.09
chr1	9943726	9988501	44775	44775	0.00	0.35	0.08	0.06	3445.84
chr1	9997504	10019021	21517	21517	0.00	0.26	0.07	0.06	1413.98
chr1	10033130	10184239	151109	151109	0.00	0.69	0.07	0.06	10835.12
chr1	10210868	10384603	173735	173735	0.00	0.35	0.07	0.06	12073.95
chr1	10382204	10390150	7946	7946	0.00	0.30	0.08	0.07	624.66
chr1	10395714	10400432	4718	4718	0.01	0.53	0.13	0.09	613.27
chr1	10398890	10423511	24621	24621	0.00	0.53	0.08	0.07	1940.02
chr1	10430400	10455153	24753	24753	0.00	1.10	0.11	0.09	2780.92
chr1	10430731	10445808	15077	15077	0.00	1.10	0.10	0.08	1450.25
